,Forecast
2015-03-10,0.28339474868985604
2015-03-11,0.06483130698782057
2015-03-12,0.24424319025910313
2015-03-13,0.5715740617709053
2015-03-14,0.43897305041626833
2015-03-15,0.18034456139765204
2015-03-16,0.25401849064578425
2015-03-17,0.5036845488553952
2015-03-18,1.3337136446879099
2015-03-19,0.22413780516355614
2015-03-20,0.09429394796197847
2015-03-21,0.3960361982556087
2015-03-22,0.19256303703595284
2015-03-23,0.47734201321767233
2015-03-24,1.0457723006937547
2015-03-25,0.5382323919238107
2015-03-26,0.25841421858734814
2015-03-27,0.28526467946276846
2015-03-28,0.1336786341341248
2015-03-29,0.5933703881011192
2015-03-30,0.21191984222120203
2015-03-31,0.4210982201250206
2015-04-01,0.20386003562454447
2015-04-02,0.12646934577163246
2015-04-03,0.22000126297607717
2015-04-04,0.21726217125753677
2015-04-05,0.15732155560836802
2015-04-06,0.3274164482676547
2015-04-07,0.32506394768275326
2015-04-08,0.575665091349596
2015-04-09,0.23558496012312932
2015-04-10,0.490359499499708
2015-04-11,0.22050388886717404
2015-04-12,0.20412515667063105
2015-04-13,0.8395159801787724
2015-04-14,0.48926308294320925
2015-04-15,-0.05967747209406293
2015-04-16,-0.01164838102252333
2015-04-17,0.3182608992246738
2015-04-18,0.12965120008176068
2015-04-19,0.20999287481723844
2015-04-20,0.11450610074316782
2015-04-21,-0.11350849146996708
2015-04-22,0.1727580698088485
2015-04-23,-0.023172227490527192
2015-04-24,0.18055778981766513
2015-04-25,0.26739528899384357
2015-04-26,0.4987362561562448
2015-04-27,-0.05368092920638862
2015-04-28,0.1050425304908009
2015-04-29,0.1969922147199792
2015-04-30,-0.21395815721536515
2015-05-01,0.011709980792963814
2015-05-02,0.03804188435074833
2015-05-03,0.03772645400908402
2015-05-04,0.171095759633057
2015-05-05,0.3423253223381938
2015-05-06,0.41761013163214356
2015-05-07,-0.10470136577060168
2015-05-08,-0.06737742256285509
2015-05-09,0.1461221102920126
2015-05-10,0.18348170383031986
2015-05-11,0.30131967549823296
2015-05-12,0.187011365018787
2015-05-13,0.3670452305891197
2015-05-14,0.05741155331784273
2015-05-15,0.11459597280812367
2015-05-16,0.18233505386103385
2015-05-17,0.18723516972731427
2015-05-18,0.3551388475279654
2015-05-19,0.367619135294135
2015-05-20,0.15995251362844556
2015-05-21,0.056559493547597886
2015-05-22,0.1610952811278439
2015-05-23,0.07143946253720818
2015-05-24,0.033613576004158
2015-05-25,0.31291400862495145
2015-05-26,0.23613419426203397
2015-05-27,0.05871600086751479
2015-05-28,0.03675543050371752
2015-05-29,0.2648214957387748
2015-05-30,0.2337544012555458
2015-05-31,0.25576328565799145
2015-06-01,0.5116819817557257
2015-06-02,0.03803665787213932
2015-06-03,0.05605107367463949
2015-06-04,0.21300533449586706
2015-06-05,0.12106384772872714
2015-06-06,0.009883786408445325
2015-06-07,0.1960150767864773
2015-06-08,0.1500350243357215
2015-06-09,-0.03713751402410642
2015-06-10,-0.12071245618969295
2015-06-11,0.10770952649218887
2015-06-12,0.09048329055337459
2015-06-13,-0.037914702081191465
2015-06-14,-0.008335925707001868
2015-06-15,0.08351104905309369
2015-06-16,-0.30299310482820463
2015-06-17,0.04408193789274305
2015-06-18,-0.1388521737907863
2015-06-19,0.18941068726195917
2015-06-20,0.08348289035118074
2015-06-21,0.07933834399717898
2015-06-22,0.07034177241166026
2015-06-23,0.1602896164234826
2015-06-24,0.29435213139979943
2015-06-25,-0.002807537178159833
2015-06-26,0.030949664501176546
2015-06-27,-0.00018052503384800855
2015-06-28,0.13646471263446588
2015-06-29,0.20466965666499373
2015-06-30,0.09144260163445295
2015-07-01,0.04822135099832947
2015-07-02,0.28559335153791476
2015-07-03,0.15676801569824855
2015-07-04,0.12143934869599746
2015-07-05,0.20064918984417524
2015-07-06,0.4778595597669018
2015-07-07,0.4204582341506785
2015-07-08,0.09664493371534186
2015-07-09,0.2839660329353591
2015-07-10,-0.005987351440814026
2015-07-11,-0.1652292501425381
2015-07-12,-0.22002110885866172
2015-07-13,0.5107188479852991
2015-07-14,0.3785951656375044
2015-07-15,0.28318926951283213
2015-07-16,0.44447587029735475
2015-07-17,0.23532683207306743
2015-07-18,0.355459465476546
2015-07-19,0.24022746418327465
2015-07-20,0.2067632435003922
2015-07-21,0.2933839845897436
2015-07-22,0.23605585245013122
2015-07-23,0.3676172727764205
2015-07-24,0.11145619445812302
2015-07-25,0.09420547408251989
2015-07-26,0.08912589821734565
2015-07-27,0.26105461631432425
2015-07-28,0.029315099841018988
2015-07-29,0.35344102036874797
2015-07-30,0.3481721438501532
2015-07-31,0.38545835568920805
2015-08-01,0.3639097270281332
2015-08-02,0.29391951572943403
2015-08-03,0.33168151209228125
2015-08-04,0.2560293812448421
2015-08-05,0.2835766763944454
2015-08-06,0.47553595660609044
2015-08-07,0.48112600631132635
2015-08-08,0.8481524789533341
2015-08-09,0.2513283170569692
2015-08-10,0.21521707756795258
2015-08-11,0.3222731937327417
2015-08-12,0.37120209560248746
2015-08-13,0.5118537218429082
2015-08-14,0.3178773562727265
2015-08-15,0.43438278011333986
2015-08-16,0.5324274132256019
2015-08-17,0.387421954538992
2015-08-18,1.7366299212257696
2015-08-19,0.15928318865262625
2015-08-20,0.08001380335990188
2015-08-21,0.5167268521932868
2015-08-22,0.45640003930223055
2015-08-23,0.4668435010244192
2015-08-24,1.4030901894778367
2015-08-25,-0.1506371585670388
2015-08-26,0.03975108509297168
2015-08-27,0.11452106316098369
2015-08-28,0.29961751965647787
2015-08-29,0.2842018504056826
2015-08-30,0.3927458934976523
2015-08-31,0.3335219596318161
2015-09-01,0.47039410133522774
2015-09-02,0.03956300799879496
2015-09-03,0.199233969994922
2015-09-04,0.34557868934553604
2015-09-05,0.05699826790729826
2015-09-06,0.08765273276859635
2015-09-07,0.1396322720339817
2015-09-08,-0.21837240184965118
2015-09-09,0.6805714812021426
2015-09-10,0.21406621767960693
2015-09-11,0.25175640341346667
2015-09-12,0.4492375361535722
2015-09-13,0.4981570470860516
2015-09-14,0.3771453998853681
2015-09-15,0.23541836178967657
2015-09-16,0.27612473689753825
2015-09-17,0.2709227178189786
2015-09-18,0.3392073742151429
2015-09-19,0.3091452173960135
2015-09-20,0.3472128844992505
2015-09-21,0.4883546467262051
2015-09-22,0.4902315540534428
2015-09-23,0.17387652399061262
2015-09-24,0.1499501515860094
2015-09-25,0.2955053026698753
2015-09-26,0.19198380792406028
2015-09-27,0.2876712605998981
2015-09-28,0.4167787913274291
2015-09-29,0.09780550265493596
2015-09-30,-0.08108784433164237
2015-10-01,0.2712598007120223
2015-10-02,0.08411386043058366
2015-10-03,0.19095889491762935
2015-10-04,0.23401883657582967
2015-10-05,0.1338928434300169
2015-10-06,0.18916770441891567
2015-10-07,0.20872615598397676
2015-10-08,0.24354546284068146
2015-10-09,0.14249388734981533
2015-10-10,0.19604156254297495
2015-10-11,0.18441758970552868
2015-10-12,0.34486899150900113
2015-10-13,0.3322560571723579
2015-10-14,0.005005627961895187
2015-10-15,0.08454916342404148
2015-10-16,0.08865342558994094
2015-10-17,0.018006056531610345
2015-10-18,0.3653533780615173
2015-10-19,0.2829449888702025
2015-10-20,0.14910509645204129
2015-10-21,0.3669631531977649
2015-10-22,-0.004577167594765494
2015-10-23,0.12159122952576587
2015-10-24,0.08766522219012182
2015-10-25,0.29969932487688744
2015-10-26,0.1837107171366351
2015-10-27,0.13774579564115708
2015-10-28,-0.09157487370835987
2015-10-29,0.10332966253339214
2015-10-30,-0.06074947319766394
2015-10-31,0.40461274744914927
2015-11-01,0.012043172881387773
2015-11-02,-0.5558278832659587
2015-11-03,-0.612415037762486
2015-11-04,0.13379325624651772
2015-11-05,0.698368691473315
2015-11-06,0.4101737501583933
2015-11-07,-0.012022943996218505
2015-11-08,0.38639710983995135
2015-11-09,0.3085036665217121
2015-11-10,1.075186443307194
2015-11-11,0.9417393050846615
2015-11-12,-0.11072116861536796
2015-11-13,0.1616147644810505
2015-11-14,0.33968960229295037
2015-11-15,0.5689885952799212
2015-11-16,0.03387313784333962
2015-11-17,0.14839764126800895
2015-11-18,0.09833611839137264
2015-11-19,0.4766578803800174
2015-11-20,0.3924796656883994
2015-11-21,0.0985900028254747
2015-11-22,0.2348823175404751
2015-11-23,0.35780769679441093
2015-11-24,0.24557259361276815
2015-11-25,0.0889765268691185
2015-11-26,-0.15288698943248968
2015-11-27,-0.19372370573013836
2015-11-28,0.17204098609598442
2015-11-29,-0.03383735633989238
2015-11-30,0.17156241330785138
2015-12-01,0.35667648239728905
2015-12-02,0.5174373771822438
2015-12-03,0.3494906272213142
2015-12-04,-0.10029576274858154
2015-12-05,-0.1335037884690504
2015-12-06,0.20989541738573778
2015-12-07,0.2140549414834336
2015-12-08,-0.1617219943835339
2015-12-09,0.3389391101053889
2015-12-10,0.21556213416563655
2015-12-11,-0.06104485030675069
2015-12-12,0.4755062963215663
2015-12-13,0.3665590406916133
2015-12-14,0.32646997157524843
2015-12-15,-0.24047380192175638
2015-12-16,0.29495659467895075
2015-12-17,0.4438186654080385
2015-12-18,0.136125917643531
2015-12-19,0.2668061714853597
2015-12-20,0.669050105737293
2015-12-21,0.3576043995929329
2015-12-22,0.34730394710547485
2015-12-23,0.019519430740213645
2015-12-24,0.03399324324800511
2015-12-25,0.15907377837662748
2015-12-26,1.0666677894564147
2015-12-27,0.2132648211762631
2015-12-28,0.32235456119212585
2015-12-29,-0.0517532517267488
2015-12-30,0.37883446988308944
2015-12-31,0.3047844922245131
2016-01-01,0.19186533099717643
2016-01-02,0.2720189693916082
2016-01-03,0.3806250969875616
2016-01-04,0.2931995736979102
2016-01-05,0.1757649234126379
2016-01-06,0.4471749246619706
2016-01-07,0.1599607575121137
2016-01-08,0.36458837022359586
2016-01-09,0.3338761924153526
2016-01-10,0.30143231287615835
2016-01-11,0.33235760799673386
2016-01-12,0.6180472932627163
2016-01-13,0.6734032361875315
2016-01-14,0.09062007142988973
2016-01-15,1.816086556383769
2016-01-16,0.03373451532280279
2016-01-17,0.2704069146563163
2016-01-18,0.2406421896833442
2016-01-19,0.376648744018098
2016-01-20,-0.24755755423479292
2016-01-21,0.08226536579087053
2016-01-22,0.7179178036735383
2016-01-23,0.24543799002020836
2016-01-24,-0.04553410406216302
2016-01-25,0.5778017050479789
2016-01-26,0.07045380982128982
2016-01-27,0.259195627805186
2016-01-28,0.594359051302132
2016-01-29,0.327986805577152
2016-01-30,0.3003268135633591
2016-01-31,0.5454860115570492
2016-02-01,0.391750188374864
2016-02-02,0.5099200269608094
2016-02-03,0.4268250655942083
2016-02-04,0.048191084580363766
2016-02-05,0.5189992442130653
2016-02-06,0.5375675450673387
2016-02-07,0.3584089552061682
2016-02-08,0.6906070908568595
2016-02-09,0.28880917331539185
2016-02-10,0.14874647402311636
2016-02-11,0.4022422558451511
2016-02-12,-0.042977579105506175
2016-02-13,0.07395233568580825
2016-02-14,-0.038103284749782945
2016-02-15,0.4654085307134665
2016-02-16,0.060285858842762746
2016-02-17,-0.0510068424475304
2016-02-18,0.19018566759491487
2016-02-19,0.18890393532976832
2016-02-20,0.12982571290981026
2016-02-21,0.21105505094103838
2016-02-22,0.1762532047392798
2016-02-23,0.6495752889638869
2016-02-24,0.22077466261283174
2016-02-25,0.21761751475169944
2016-02-26,0.05778623847451991
2016-02-27,0.2250801337692011
2016-02-28,0.31064031357340016
2016-02-29,0.22458756828448107
2016-03-01,0.12852966605471922
2016-03-02,0.5356244607324225
2016-03-03,0.42861753888186666
2016-03-04,0.4390359754881729
2016-03-05,0.6218487923716123
2016-03-06,0.23544139333234604
2016-03-07,0.24330303861557695
2016-03-08,0.48931645959688247
2016-03-09,0.1617258716550518
2016-03-10,0.3070724842408048
2016-03-11,0.026419106841499812
2016-03-12,0.4932871503180518
2016-03-13,0.2857919203462069
2016-03-14,0.40124929622899547
2016-03-15,0.33694142092386703
2016-03-16,0.2375240064182695
2016-03-17,0.2037092693814614
2016-03-18,0.46444581412694075
2016-03-19,0.23656869172592376
2016-03-20,0.18266161694614108
2016-03-21,0.3220658782626427
2016-03-22,0.23726157202905704
2016-03-23,0.3500475263070647
2016-03-24,0.2996248292718048
2016-03-25,0.25473418502844924
2016-03-26,0.2338209123026444
2016-03-27,0.19715592191152462
2016-03-28,0.265922037451839
2016-03-29,0.3450964134309299
2016-03-30,0.3108902355303388
2016-03-31,0.24000909133900078
2016-04-01,0.08946731839563848
2016-04-02,0.15424098516799956
2016-04-03,0.1861738590164984
2016-04-04,0.29801484315014304
2016-04-05,0.2713023802541925
2016-04-06,0.053045913038009804
2016-04-07,0.36243887283665566
2016-04-08,0.15583837654564775
2016-04-09,0.11717605482810847
2016-04-10,0.16579454989154133
2016-04-11,0.09615715026611919
2016-04-12,-0.005075053927717343
2016-04-13,0.08691038539096631
2016-04-14,0.1894314901694014
2016-04-15,0.11791666517637557
2016-04-16,0.1213632457817297
2016-04-17,0.2737369060007328
2016-04-18,0.0036456611635112823
2016-04-19,0.04223475821256148
2016-04-20,0.10452913645534534
2016-04-21,0.1323995474503659
2016-04-22,0.29237952453280747
2016-04-23,0.17698526133787973
2016-04-24,0.15941166498678475
2016-04-25,0.2293256336742251
2016-04-26,0.15885693321325053
2016-04-27,0.5581468262405136
2016-04-28,0.08617671311608642
2016-04-29,0.04650636587450438
2016-04-30,0.35119976428704325
2016-05-01,0.11697060112346598
2016-05-02,0.32701940574434196
2016-05-03,0.2468830640318343
2016-05-04,0.30223066785724084
2016-05-05,0.1996994621272738
2016-05-06,-0.04072246988803649
2016-05-07,0.06677013897979395
2016-05-08,0.15458870878329284
2016-05-09,0.17578552082304555
2016-05-10,0.2975872310868857
2016-05-11,0.16800224851591114
2016-05-12,0.21000538782759023
2016-05-13,0.00021431353198925196
2016-05-14,0.07944059044518315
2016-05-15,0.07375333186093885
2016-05-16,0.24757483865611513
2016-05-17,0.22482805967775182
2016-05-18,0.13002609283870692
2016-05-19,0.4175004345045256
2016-05-20,0.0306745534464017
2016-05-21,0.03630914677164014
2016-05-22,0.17573838662067218
2016-05-23,0.12947100216197166
2016-05-24,-0.0964710638745643
2016-05-25,-0.028647120925773678
2016-05-26,-0.00370803340478032
2016-05-27,-0.07590025159658753
2016-05-28,-0.7914231126986326
2016-05-29,-0.00971349465400817
2016-05-30,-0.019065530594192
2016-05-31,0.26210826164723255
2016-06-01,-0.015025710269528036
2016-06-02,-0.045077176135988606
2016-06-03,-0.1891307152790338
2016-06-04,-0.03377278051326252
2016-06-05,0.029808822380806524
2016-06-06,-0.051335250918612546
2016-06-07,0.30706667764689544
2016-06-08,-0.014904542969922024
2016-06-09,0.14543655415022735
2016-06-10,0.1774092318782147
2016-06-11,-0.2511053996967852
2016-06-12,-0.4419549343786291
2016-06-13,-0.5130272378471403
2016-06-14,0.15891919623815287
2016-06-15,-0.07574749265377773
2016-06-16,-0.43204113173946634
2016-06-17,0.14649207057212382
2016-06-18,0.008874886816082908
2016-06-19,-0.10296199700031697
2016-06-20,0.24921677922471888
2016-06-21,0.810094015508276
2016-06-22,0.9224859461345685
2016-06-23,-0.30107612052061405
2016-06-24,-0.20598714174600508
2016-06-25,-0.10834992394102408
2016-06-26,0.377935007755544
2016-06-27,0.10925584851548656
2016-06-28,-0.07677122083604432
2016-06-29,0.06678920502602288
2016-06-30,-0.40187036328496417
2016-07-01,-0.03462044295806471
2016-07-02,-0.22769608466168412
2016-07-03,0.4940226200235591
2016-07-04,-0.05850761288614262
2016-07-05,0.34786621718708066
2016-07-06,0.06554131471687855
2016-07-07,0.5371674492129763
2016-07-08,-0.33060858720994524
2016-07-09,0.2120761548737385
2016-07-10,0.08998169567302278
2016-07-11,0.16057504066933562
2016-07-12,-0.08020100725990939
2016-07-13,0.22467634847635326
2016-07-14,0.14863514404357553
2016-07-15,0.1653675565799612
2016-07-16,0.1512500296259068
2016-07-17,0.05428008914493235
2016-07-18,0.16391577665035664
2016-07-19,0.248123023271448
2016-07-20,0.3124967978458469
2016-07-21,0.250364349504168
2016-07-22,0.46953051822861497
2016-07-23,0.14843699792674353
2016-07-24,0.2538401314387171
2016-07-25,0.2650559360289369
2016-07-26,0.44780757112105574
2016-07-27,0.26663413470138564
2016-07-28,0.0884759664350138
2016-07-29,0.11154181294722158
2016-07-30,0.23090342197952807
2016-07-31,0.8348420257480936
2016-08-01,0.6089755825889698
2016-08-02,1.2490256246080742
2016-08-03,0.0829579851350252
2016-08-04,0.038523194940652095
2016-08-05,0.13981308075662102
2016-08-06,0.08653337391523364
2016-08-07,0.13306114838578803
2016-08-08,0.2444067096264077
2016-08-09,0.3560548596620978
2016-08-10,0.1951689299505042
2016-08-11,0.15470237143057972
2016-08-12,0.2953545571232177
2016-08-13,0.1731368135563068
2016-08-14,0.4160936842257533
2016-08-15,0.2603773682940146
2016-08-16,0.026600762560526472
2016-08-17,0.22309568474206187
2016-08-18,0.04998571069321106
2016-08-19,0.09724798889417324
2016-08-20,0.027047394640345945
2016-08-21,0.09395723220884968
2016-08-22,0.2094189145119079
2016-08-23,0.16780530574060645
2016-08-24,0.23856966900317617
2016-08-25,0.3296394793835402
2016-08-26,-0.05273791602216363
2016-08-27,0.22129455842859208
2016-08-28,0.11607060429871376
2016-08-29,0.16510290880631062
2016-08-30,0.03455808667882469
2016-08-31,0.2022261023400804
2016-09-01,0.20381093028611852
2016-09-02,0.0976243550436436
2016-09-03,-0.00288107584300952
2016-09-04,-0.06912885259902993
2016-09-05,0.14969638454234796
2016-09-06,0.09539618933746313
2016-09-07,0.07920258811835994
2016-09-08,0.026612520342852414
2016-09-09,0.3385125018039329
2016-09-10,0.10879398600131472
2016-09-11,0.40949167245946266
2016-09-12,-0.016467423789829266
2016-09-13,0.2885898592445668
2016-09-14,-0.030656228605599217
2016-09-15,0.12249452375545976
2016-09-16,0.2267106813917641
2016-09-17,0.14231724332734141
2016-09-18,0.1868541361035464
2016-09-19,0.18669235146877333
2016-09-20,0.22233223136676772
2016-09-21,0.2923034221114408
2016-09-22,0.043399265760006106
2016-09-23,0.06392330711917024
2016-09-24,0.14506123371392332
2016-09-25,0.2106183837530039
2016-09-26,0.22473323310888982
2016-09-27,0.18313581930229555
2016-09-28,0.10178044531875793
2016-09-29,0.21938835476158883
2016-09-30,-0.022310565759433965
2016-10-01,0.07054362222220645
2016-10-02,0.10929985020992208
2016-10-03,0.21652448385533518
2016-10-04,0.21885332546668457
2016-10-05,0.15091356289258262
2016-10-06,0.0817333294658528
2016-10-07,0.09826927738362057
2016-10-08,0.02359556873556326
2016-10-09,0.1119026270310427
2016-10-10,0.1526395645597106
2016-10-11,0.0014968032771379841
2016-10-12,0.050950011319056146
2016-10-13,0.15197714191774186
2016-10-14,0.028024514871146697
2016-10-15,0.007769644336908105
2016-10-16,0.014275062344861048
2016-10-17,0.15357875738375687
2016-10-18,0.0312739874417247
2016-10-19,0.12375641195857813
2016-10-20,0.056908978625192314
2016-10-21,0.03344761930726489
2016-10-22,-0.1786169066227018
2016-10-23,-0.03806810577446115
2016-10-24,0.05617474714147327
2016-10-25,0.07390185135649521
2016-10-26,-0.10718509783475491
2016-10-27,-0.03378357068575655
2016-10-28,0.08697816306811249
2016-10-29,-0.033163723956763036
2016-10-30,0.16854491913895694
2016-10-31,0.14305538144067279
2016-11-01,-0.004294032296118078
2016-11-02,-0.0046513215007172315
2016-11-03,0.8473914517281694
2016-11-04,0.06092816635566074
2016-11-05,0.11430991745769814
2016-11-06,0.1376988753606286
2016-11-07,0.07261784097853016
2016-11-08,0.09626396233737476
2016-11-09,-0.1025456510322392
2016-11-10,0.42851505882497354
2016-11-11,0.19437512881893748
2016-11-12,0.4243841074933664
2016-11-13,0.3854148728451917
2016-11-14,0.4186262744918588
2016-11-15,0.17558486393256353
2016-11-16,0.12471826823849971
2016-11-17,0.15325803719618325
2016-11-18,0.24467888063835508
2016-11-19,0.3284013179534301
2016-11-20,0.5478665411298761
2016-11-21,0.10124431261463439
2016-11-22,0.3108883295419641
2016-11-23,0.2491166697679118
2016-11-24,0.43503019735141774
2016-11-25,0.24093327843160217
2016-11-26,0.43135431542428854
2016-11-27,0.44427356764437304
2016-11-28,0.4738654784309892
2016-11-29,0.436884988495907
2016-11-30,0.3030466323941121
2016-12-01,0.36763234147601465
2016-12-02,0.13826999784370975
2016-12-03,0.253394795782908
2016-12-04,0.2690730508384675
2016-12-05,0.2862813829988957
2016-12-06,0.2790932517630494
2016-12-07,0.25176225330674573
2016-12-08,0.3366132495306139
2016-12-09,0.2856394311389795
2016-12-10,0.2763529706825977
2016-12-11,0.3700143249722798
2016-12-12,0.3706867250425549
2016-12-13,0.27084298755486613
2016-12-14,0.31957174311239106
2016-12-15,0.31617567935140317
2016-12-16,0.3376964945572822
2016-12-17,0.23572220975146552
2016-12-18,0.26778739564238196
2016-12-19,0.3664675483446003
2016-12-20,0.20879144352147697
2016-12-21,0.08019666525899233
2016-12-22,0.0027567279143438927
2016-12-23,-0.240513017497005
2016-12-24,0.2617282135738257
2016-12-25,0.29219349339890205
2016-12-26,0.17811632143276845
2016-12-27,-0.059004968545660036
2016-12-28,0.07374715421899412
2016-12-29,0.12422678649924257
2016-12-30,0.33844500900366503
2016-12-31,0.16285101676481992
2017-01-01,0.028521970912020703
2017-01-02,0.06364546426672417
2017-01-03,-0.011904487757941506
2017-01-04,-0.5136192400326455
2017-01-05,1.0049925821297105
2017-01-06,1.1767011399452545
2017-01-07,0.2804006497745103
2017-01-08,0.25553388319349324
2017-01-09,0.3054291386315816
2017-01-10,0.14491403500411343
2017-01-11,1.5360587516868502
2017-01-12,0.1502941256459596
2017-01-13,0.005274292088995949
2017-01-14,0.315675105380985
2017-01-15,0.28668313092911824
2017-01-16,0.2523831430996524
2017-01-17,-0.162540241758577
2017-01-18,0.337079705988728
2017-01-19,0.23208653155587097
2017-01-20,0.30740140239922853
2017-01-21,0.14590794942744587
2017-01-22,0.23865007599345986
2017-01-23,0.2658157938699772
2017-01-24,0.4611945319320197
2017-01-25,0.25339684580528826
2017-01-26,0.3141605129383894
2017-01-27,0.2732762465113719
2017-01-28,0.26329191942985847
2017-01-29,0.33357336230293644
2017-01-30,0.4527803194088111
2017-01-31,-0.07518809171685967
2017-02-01,0.13409352469460822
