,open,high,low,close,volume,movement,000001.SS,AAPL,CL=F,GC=F,HG=F,NVDA,^DJI,^GSPC,^N100,^N225
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,13600700,2.002301076852442,2341.18408203125,21.65665626525879,82.75,1238.300048828125,3.000999927520752,0.41633838415145874,16380.41015625,1886.760009765625,777.3499755859375,14532.509765625
2014-10-18,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,11416800,-0.4843619645193642,2341.18408203125,21.65665626525879,82.75,1238.300048828125,3.000999927520752,0.41633838415145874,16380.41015625,1886.760009765625,777.3499755859375,14532.509765625
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,-1.720204787552615,2341.18408203125,21.65665626525879,82.75,1238.300048828125,3.000999927520752,0.41633838415145874,16380.41015625,1886.760009765625,777.3499755859375,14532.509765625
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,0.9481656731152865,2356.72802734375,22.120067596435547,82.70999908447266,1244.0,2.990499973297119,0.41992345452308655,16399.669921875,1904.010009765625,771.2000122070312,15111.23046875
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,-0.858274545359361,2339.656982421875,22.720962524414062,82.80999755859375,1251.0,3.0309998989105225,0.43784841895103455,16614.810546875,1941.280029296875,788.5900268554688,14804.2802734375
2014-10-22,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,11641300,-6.457126822962156,2326.552978515625,22.836265563964844,80.5199966430664,1244.800048828125,3.0225000381469727,0.42757144570350647,16461.3203125,1927.1099853515625,792.3900146484375,15195.76953125
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,-0.02008581299606238,2302.41796875,23.2442569732666,82.08999633789062,1228.5,3.049999952316284,0.43713143467903137,16677.900390625,1950.8199462890625,799.4000244140625,15138.9599609375
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,-3.090319409850706,2302.280029296875,23.330734252929688,81.01000213623047,1231.199951171875,3.0510001182556152,0.4416724145412445,16805.41015625,1964.5799560546875,796.1199951171875,15291.6396484375
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,2.140407347467921,2302.280029296875,23.330734252929688,81.01000213623047,1231.199951171875,3.0510001182556152,0.4416724145412445,16805.41015625,1964.5799560546875,796.1199951171875,15291.6396484375
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,-0.48350069057392364,2302.280029296875,23.330734252929688,81.01000213623047,1231.199951171875,3.0510001182556152,0.4416724145412445,16805.41015625,1964.5799560546875,796.1199951171875,15291.6396484375
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,1.3113716357861849,2290.43701171875,23.306339263916016,81.0,1229.0999755859375,3.078000068664551,0.441911518573761,16817.939453125,1961.6300048828125,791.469970703125,15388.7197265625
