,open,high,low,close,volume,000001.SS,AAPL,CL=F,GC=F,HG=F,NVDA,^DJI,^GSPC,^N100,^N225,open_ch,high_ch,low_ch,close_ch,volume_ch,000001.SS_ch,AAPL_ch,CL=F_ch,GC=F_ch,HG=F_ch,NVDA_ch,^DJI_ch,^GSPC_ch,^N100_ch,^N225_ch
2014-09-29,-0.8670047125049589,-0.8675218805821077,-0.8658919592534211,-0.8669236538916562,-0.9134504526101992,-2.3397275604453824,-1.0647604846397678,1.7794131052499165,-0.9522189404848571,-0.22132407519429972,-0.6171911026638174,-1.396624726606779,-1.2279051557068819,-1.4030020701938213,-1.3015945234811674,-1.6220256042152268,-1.2821133511205975,-0.21576848025331016,-0.18388267642972736,0.8192256155573737,0.3822069891574857,-0.4794829946365079,0.19887821327864516,0.3327604195920182,0.6776665096001545,-0.13730539675537698,-0.29998939749427306,-0.3105906394300113,-0.6214332663444767,0.4389333395687905
2014-09-30,-0.8670424521767747,-0.8672683730371894,-0.865836676760114,-0.8664087545622516,-0.9133417928617343,-2.3221092779254615,-1.0626122001091716,1.59074899977364,-0.9699594467070428,-0.2830667795540939,-0.6172428912517357,-1.4004419558662518,-1.232936479242965,-1.3604631899817854,-1.3231211181653058,-0.1195310353998441,0.40376756106171036,0.03161342938567562,0.7870116213442025,0.026699028275277658,0.22936347494940887,0.38196138075379266,-0.5963885820878098,-0.7762255824020993,-1.3666404180401668,-0.22317237246521351,-0.2131357962905904,-0.3363976080470819,1.0667889507917807,-0.8167420185990313
2014-10-01,-0.8665330097970778,-0.8672506983526906,-0.8654995138540159,-0.8665581060088879,-0.9137587038327294,-2.3221092779254615,-1.067882311660063,1.5669584668368826,-0.9595686406508809,-0.2466711584346077,-0.6173760640150816,-1.4325469599959382,-1.2567964203605007,-1.4067956804242858,-1.3374495934213722,0.7779797567090163,-0.028378674323442377,0.491999096978731,-0.29612485181762077,-0.7761320101647241,-0.013496175326321913,-1.1034021209797937,-0.06686224990889883,0.40884152478553915,0.7989250172231932,-0.4605034803457381,-1.5652311920826671,-1.4655445535118556,-1.1919475591591935,-0.5574591854684805
2014-10-02,-0.8666875182758149,-0.8675093058350399,-0.8658595147967326,-0.8669413758985797,-0.9139776215564084,-2.3221092779254615,-1.0654654338135578,1.582449898124103,-0.9605824457375526,-0.29476550487459374,-0.6174352496547658,-1.4330403039705764,-1.2567872802007691,-1.5147366726873488,-1.4034265034636062,-0.30380909255026795,-0.5261492803035938,-0.6360404656017038,-0.6740248081221851,-0.584470445395137,-0.013496175326321913,0.44054316789782905,0.0649756334608987,-0.07319575516702136,-1.0740067515443494,-0.2469576028951745,-0.05493349203096072,-0.03517987713269285,-2.7802201144858727,-2.4796977137750513
2014-10-03,-0.8670832027957042,-0.8678523286195408,-0.8665528192487546,-0.867639453747014,-0.9135289624257424,-2.3221092779254615,-1.0664052505461097,1.512184649215841,-1.0163383224358504,-0.29736532491522194,-0.6174056614477023,-1.4049183811302566,-1.2369451080773872,-1.4731079131588587,-1.3961012889575624,-0.6935206551718902,-0.6876573764914561,-1.1936054192179488,-1.2053716186674717,0.928988176976543,-0.013496175326321913,-0.23956033349160752,-0.22293737457425838,-2.380627926058045,-0.07024645515432262,0.01422870577195677,1.3321882063683899,1.1692678292273353,1.0724089462862305,0.2514821085351224
2014-10-04,-0.8677701128114336,-0.8684330318345328,-0.8680220994612827,-0.8690143441308776,-0.9127256543206108,-2.3221092779254615,-1.0664052505461097,1.512184649215841,-1.0163383224358504,-0.29736532491522194,-0.6174056614477023,-1.4049183811302566,-1.2369451080773872,-1.4731079131588587,-1.3961012889575624,-1.187353184400549,-1.1443258612455247,-2.5648431840790207,-2.415357383362817,1.2110097263056876,-0.013496175326321913,-0.05013319442247785,0.012834432916343235,-0.030477207921904156,-0.012136516650380635,-0.07307922136197087,-0.031023819783486613,-0.03573495620949971,-0.02001484435230962,-0.028023770006992858
2014-10-05,-0.8691618147974725,-0.8694304446174456,-0.8697035469272337,-0.8693892239975142,-0.910951790024771,-2.3221092779254615,-1.0664052505461097,1.512184649215841,-1.0163383224358504,-0.29736532491522194,-0.6174056614477023,-1.4049183811302566,-1.2369451080773872,-1.4731079131588587,-1.3961012889575624,-2.4435798721867346,-1.9897242478833026,-3.2080378587938254,-0.7608172769825804,1.8152219549909967,-0.013496175326321913,-0.05013319442247785,0.012834432916343235,-0.030477207921904156,-0.012136516650380635,-0.07307922136197087,-0.031023819783486613,-0.03573495620949971,-0.02001484435230962,-0.028023770006992858
2014-10-06,-0.8695449180556512,-0.869283905610217,-0.8690940160678092,-0.8689599239878617,-0.9111630655690734,-2.3221092779254615,-1.0664052505461097,1.545380633704147,-0.9795901309756087,-0.25057073354144044,-0.617487038242684,-1.4073148113336345,-1.2397576021059762,-1.466026692630199,-1.3674818997169653,-0.7763701125587176,0.2420376815482781,1.226881016990843,0.7673319504119527,-0.28070224349909484,-0.013496175326321913,-0.05013319442247785,0.12579839244974833,1.547069213481542,1.034492488281213,-0.3126764663353818,-0.1457660378071637,-0.20464994921937296,0.16395022480199173,1.0607534746395744
2014-10-07,-0.8690868729270963,-0.8695427331372225,-0.8682704331332722,-0.8686858969081539,-0.912629101754474,-2.3221092779254615,-1.0693255892672853,1.4629438474343874,-0.9669183408169045,-0.24537140336840202,-0.6176276099029073,-1.4440470870973727,-1.2668956280715928,-1.5351208444554876,-1.3842987708844507,0.8242958224742059,-0.5890248772615753,1.6022897279668884,0.45345990992695545,-1.118183750389186,-0.013496175326321913,-0.6404037368545649,-0.2658299045079119,0.5069677024410991,0.10277261192941882,-0.4894759310852627,-1.7916229132407215,-1.6681670218669422,-1.8119796159256385,-0.660454375871313
2014-10-08,-0.8688383299374731,-0.86887809898667,-0.867962267591814,-0.8679342970653857,-0.9123568425983366,-2.2679778241961097,-1.0624443220680304,1.377740553244834,-0.9831379847241443,-0.2902160522346579,-0.6173834610668475,-1.4070033780774995,-1.2360411239868732,-1.5691117526573424,-1.4137894283133663,0.406099303916628,1.3211228477684125,0.5278365369153701,1.3197265445439554,0.14120268856533916,0.7307359856033145,1.352989647531802,-0.2800116166405191,-0.7155575438428811,-1.0019307416432643,0.6577941042053617,1.7734428327602028,1.8487591550900675,-0.9164453894012599,-1.1446031563409305
2014-10-09,-0.8680910816933117,-0.8676311354374457,-0.8670202606373678,-0.8673920753958879,-0.9109354139542076,-2.249163945526113,-1.0617058203858458,1.2925372590552804,-0.9342250603334727,-0.2538201212069532,-0.6176424067741062,-1.4521533025013504,-1.2731870675316292,-1.5877256964745141,-1.4321653222165562,1.3138816279834749,2.420876481661394,1.6981413095743054,0.8886744612909526,1.209579743594018,0.2431141957391476,0.09738834083695043,-0.2851769264221807,2.046461746980371,0.8004189033500853,-0.8342387494580216,-2.1947914250770126,-2.265553688408589,-0.5150223104720277,-0.7321545682554217
2014-10-10,-0.8675546806423254,-0.8679678721901486,-0.8667778086187758,-0.8675474825004834,-0.9129012527229544,-2.2915880547111516,-1.0626792762511685,1.2953037669750744,-0.9433486873737642,-0.24862079103391535,-0.6184266446378711,-1.467674156670366,-1.2933488108495248,-1.6464000778824515,-1.4601693198492158,0.8804291537614046,-0.6806192029051595,0.36656560206761024,-0.32063449927327675,-1.3769066591707837,-0.5905435640526144,-0.24416518852700994,0.02268444885359146,-0.411778743559848,0.1028674771834117,-2.423361159006155,-0.7898023147109474,-1.271549724838197,-1.5875482564599088,-1.1092004087646912
